Gene_Name,family,name
COX18,['IPR001708'],['Membrane  insertase YidC/ALB3/OXA1/COX18']
PTCHD3,['IPR003392'],['Protein patched/dispatched']
RBM23,['IPR006509'],"['Splicing factor, RBM39-like']"
LINC00596,['IPR006509'],"['Splicing factor, RBM39-like']"
SLC9A8,"['IPR004709', 'IPR018422']","['Na+/H+ exchanger', 'Cation/H+ exchanger, CPA1 family']"
DIP2C,,
MAN2B2,,
OTUD6A,,
ZNF627,,
DTX4,,
IGF2-AS,,
ATP8A2,['IPR001757'],['P-type ATPase']
CCDC3,['IPR040311'],['Coiled-coil domain-containing protein 3']
CCT2,"['IPR002423', 'IPR012716', 'IPR017998']","['Chaperonin Cpn60/TCP-1 family', 'T-complex protein 1, beta subunit', 'Chaperone tailless complex polypeptide 1 (TCP-1)']"
SGIP1,,
TTC25,,
PDS5B,['IPR039776'],['Sister chromatid cohesion protein Pds5']
ZNF558,,
EIF2AK1,,
FAM212B,['IPR039201'],['PAK4-inhibitor inka']
NRIP2,,
SLF1,,
PSD2,,
LARP1,,
CNTNAP1,['IPR028872'],['Contactin-associated protein 1']
C15orf56,['IPR028872'],['Contactin-associated protein 1']
CTAG1A,['IPR015419'],['CTAG/Pcc1 family']
C14orf180,['IPR015419'],['CTAG/Pcc1 family']
FANCE,['IPR039685'],['Fanconi anemia group E protein']
AIF1L,"['IPR028453', 'IPR042433']","['Allograft inflammatory factor 1-like', 'Allograft inflammatory factor 1']"
RRAGC,"['IPR006762', 'IPR039400']","['Gtr1/RagA G protein', 'RagC/D']"
C8orf49,"['IPR006762', 'IPR039400']","['Gtr1/RagA G protein', 'RagC/D']"
,"['IPR006762', 'IPR039400']","['Gtr1/RagA G protein', 'RagC/D']"
,"['IPR006762', 'IPR039400']","['Gtr1/RagA G protein', 'RagC/D']"
PIP4K2B,['IPR023610'],['Phosphatidylinositol-4-phosphate 5-kinase']
GGNBP1,['IPR026670'],['Gametogenetin-binding protein 1']
C11orf44,['IPR026670'],['Gametogenetin-binding protein 1']
TRPT1,['IPR002745'],['Phosphotransferase KptA/Tpt1']
OR4C46,['IPR000725'],['Olfactory receptor']
BTBD3,,
ICE1,,
SMC4,,
DHRS4L2,"['IPR002347', 'IPR029511']","['Short-chain dehydrogenase/reductase SDR', 'Dehydrogenase/reductase SDR member 4-like']"
MAN2C1,,
SACM1L,,
SRPK2,,
ABCA4,,
UGT1A7,['IPR002213'],['UDP-glucuronosyl/UDP-glucosyltransferase']
ADGRD1,"['IPR000832', 'IPR001759']","['GPCR, family 2, secretin-like', 'Pentraxin-related']"
UGT1A8,['IPR002213'],['UDP-glucuronosyl/UDP-glucosyltransferase']
NMUR1,['IPR005391'],"['Neuromedin U receptor, type 1']"
UGT1A10,['IPR002213'],['UDP-glucuronosyl/UDP-glucosyltransferase']
BLVRA,['IPR017094'],['Biliverdin reductase A']
S100G,['IPR028489'],['Protein S100-G']
KDM5A,,
LTK,,
ZNF77,,
CRABP2,"['IPR031259', 'IPR031281']","['Intracellular lipid binding protein', 'Cellular retinoic acid-binding protein 2']"
ARID4A,,
ID2B,['IPR026052'],['DNA-binding protein inhibitor']
TACR3,['IPR001013'],['Neurokinin NK3 receptor']
MPG,['IPR003180'],['Methylpurine-DNA glycosylase']
ZNF79,,
VGLL2,,
SLC25A1,['IPR002067'],['Mitochondrial carrier protein']
YIPF7,,
NMNAT1,['IPR005248'],['Nicotinate/nicotinamide nucleotide adenylyltransferase']
MTOR,['IPR026683'],['Serine/threonine-protein kinase TOR']
LUZP2,['IPR026718'],['Leucine zipper protein 2']
LSMEM1,['IPR028099'],['Protein of unknown function DUF4577']
ARMCX3,,
CAPN8,"['IPR022684', 'IPR029543']","['Peptidase C2, calpain family', 'Calpain-8']"
NPR1,['IPR001170'],['Adenylyl cyclase class-4/guanylyl cyclase']
CSTB,['IPR001713'],"['Proteinase inhibitor I25A, stefin']"
TCF20,,
ANXA1,"['IPR001464', 'IPR002388']","['Annexin', 'Annexin A1']"
HMGXB4,['IPR042477'],['HMG domain-containing protein 4']
SWAP70,,
PDGFA,,
CDKN2A-AS1,,
SLC5A12,['IPR001734'],['Sodium/solute symporter']
AOAH,['IPR039676'],['Acyloxyacyl hydrolase']
DNAJA1,['IPR012724'],['Chaperone DnaJ']
ZYX,,
ZNF726P1,,
SLC35F4,"['IPR009262', 'IPR026505']","['Solute carrier family 35 member SLC35F1/F2/F6', 'Solute carrier family 35 member F3/F4']"
FRMPD2,['IPR029906'],['FERM and PDZ domain-containing protein 2']
CCNF,"['IPR028857', 'IPR039361']","['Cyclin-F, metazoan', 'Cyclin']"
SRL,['IPR022812'],['Dynamin superfamily']
RLN2,"['IPR022352', 'IPR022421']","['Insulin family', 'Relaxin']"
ARHGAP25,,
EBF1,['IPR003523'],['Transcription factor COE']
NDRG3,"['IPR004142', 'IPR030692']","['NDRG', 'Protein NDRG3']"
AKR1C3,['IPR020471'],['Aldo/keto reductase']
VWC2L,['IPR042979'],['von Willebrand factor C domain-containing protein 2-like']
KLHL3,['IPR017096'],['BTB-kelch protein']
CD44,"['IPR001231', 'IPR043210']","['CD44 antigen', 'CD44 antigen-like']"
PIK3CB,['IPR015433'],['Phosphatidylinositol kinase']
PIK3CA,['IPR015433'],['Phosphatidylinositol kinase']
GDAP1L1,,
IHH,"['IPR001657', 'IPR033385']","['Hedgehog protein', 'Indian hedgehog protein']"
SIRPA,,
ADAM8,,
IL13RA2,,
SHC1,['IPR029586'],['SHC-transforming protein 1']
IL11RA,,
ITIH4,,
PTPN6,['IPR012152'],"['Protein-tyrosine phosphatase, non-receptor type-6, -11']"
SMIM1,['IPR031744'],['Small integral membrane protein 1']
FAM218A,['IPR031744'],['Small integral membrane protein 1']
MAPKAPK5-AS1,['IPR031744'],['Small integral membrane protein 1']
CYP4F2,['IPR001128'],['Cytochrome P450']
CEP112,,
ZNF513,,
ZNF443,,
LPAR6,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
NCKAP1,['IPR019137'],['Nck-associated protein 1']
TP53TG1,['IPR019137'],['Nck-associated protein 1']
NKAIN3,['IPR019137'],['Nck-associated protein 1']
C5orf56,['IPR019137'],['Nck-associated protein 1']
GBA,['IPR001139'],['Glycoside hydrolase family 30']
CEP85L,"['IPR029778', 'IPR040210']","['Centrosomal protein of 85kDa-like', 'Cep85/Cep85L']"
PSPH,,
MYPN,,
AFM,"['IPR000264', 'IPR021177']","['ALB/AFP/VDB', 'Serum albumin/Alpha-fetoprotein/Afamin']"
FUCA1,"['IPR000933', 'IPR016286', 'IPR028755']","['Glycoside hydrolase, family 29', 'Alpha-L-fucosidase, metazoa-type', 'Tissue alpha-L-fucosidase']"
B3GNT3,"['IPR000933', 'IPR016286', 'IPR028755']","['Glycoside hydrolase, family 29', 'Alpha-L-fucosidase, metazoa-type', 'Tissue alpha-L-fucosidase']"
KCTD16,,
OAZ1,"['IPR002993', 'IPR029914']","['Ornithine decarboxylase antizyme', 'Ornithine decarboxylase antizyme 1']"
CLDN14,"['IPR003556', 'IPR004031']","['Claudin-14', 'PMP-22/EMP/MP20/Claudin superfamily']"
KCNAB2,"['IPR005399', 'IPR005401', 'IPR005983']","['Potassium channel, voltage-dependent, beta subunit, KCNAB-related', 'Potassium channel, voltage-dependent, beta subunit, KCNAB2', 'Potassium channel, voltage-dependent, beta subunit, KCNAB']"
SH3BP2,['IPR035848'],['SH3 domain-binding protein 2']
NOL4L,['IPR026746'],['Nucleolar protein 4-like']
NOP14,['IPR026746'],['Nucleolar protein 4-like']
CXADR,,
GPR17,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
NPTXR,['IPR001759'],['Pentraxin-related']
FAM193A,"['IPR029717', 'IPR029719']","['FAM193 family', 'Protein FAM193A']"
CBX6,,
FAM161B,,
PTK7,,
CNPY2,['IPR042415'],['Protein canopy homolog']
SKP2,,
RNF4,,
IGBP1,['IPR007304'],['TAP46-like protein']
SMARCD3,['IPR038043'],['SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3']
PDCD7,['IPR031974'],['Programmed cell death protein 7']
VPS9D1,['IPR031974'],['Programmed cell death protein 7']
FBXO40,['IPR031890'],['F-box only protein 30/40']
ALPK2,,
ANO7,"['IPR007632', 'IPR031296']","['Anoctamin', 'Anoctamin-7']"
RXYLT1,"['IPR007632', 'IPR031296']","['Anoctamin', 'Anoctamin-7']"
EBF2,,
PIGL,"['IPR003737', 'IPR039516']","['N-acetylglucosaminyl phosphatidylinositol deacetylase-related', 'N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase']"
PROC,"['IPR001314', 'IPR012224']","['Peptidase S1A, chymotrypsin family', 'Peptidase S1A, coagulation factor VII/IX/X/C/Z']"
TP53TG5,"['IPR001314', 'IPR012224']","['Peptidase S1A, chymotrypsin family', 'Peptidase S1A, coagulation factor VII/IX/X/C/Z']"
MLX,['IPR032647'],['Max-like protein X']
SUN2,['IPR030272'],['SUN domain-containing protein 2']
PPP5C,['IPR011236'],['Serine/threonine protein phosphatase 5']
RNF43,,
ALOX15,['IPR000907'],['Lipoxygenase']
FAM92A,['IPR009602'],['FAM92 protein']
ALDOA,['IPR000741'],"['Fructose-bisphosphate aldolase, class-I']"
PATL1,['IPR039900'],['Pat1-like']
PKIG,['IPR004171'],['cAMP-dependent protein kinase inhibitor']
INSL4,"['IPR022421', 'IPR023258']","['Relaxin', 'Placentin']"
PABPC4,['IPR006515'],"['Polyadenylate binding protein, human types 1, 2, 3, 4']"
RASA3,['IPR039360'],['Ras GTPase-activating protein']
SEC63,['IPR027137'],['Translocation protein Sec63']
TSNARE1,,
APOBEC3B,,
ITPR1,['IPR000493'],"['Inositol 1,4,5-trisphosphate receptor']"
ZNF124,,
SCPEP1,['IPR001563'],"['Peptidase S10, serine carboxypeptidase']"
C17orf75,['IPR028280'],['Protein Njmu-R1']
INPP5A,['IPR039737'],"['Type I inositol 1,4,5-trisphosphate 5-phosphatase']"
RILP,,
ATM,['IPR015519'],['Serine/threonine-protein kinase ATM/Tel1']
DMP1,['IPR009889'],['Dentin matrix 1']
FHOD3,,
H1FNT,,
DPP9,,
CDK5R2,['IPR004944'],['Cyclin-dependent kinase 5 activator']
TBC1D1,,
KIAA1958,['IPR042838'],['Uncharacterized protein KIAA1958']
MRPL57,['IPR016576'],"['Ribosomal protein 63, mitochondrial']"
ARL13A,['IPR006689'],"['Small GTPase superfamily, ARF/SAR type']"
DDTL,['IPR001398'],['Macrophage migration inhibitory factor']
WDR86,,
CACFD1,,
ADGRL3,"['IPR000832', 'IPR003924', 'IPR015630']","['GPCR, family 2, secretin-like', 'GPCR, family 2, latrophilin', 'Latrophilin-3']"
SEBOX,['IPR042223'],['Homeobox protein SEBOX']
DPH2,['IPR016435'],['Diphthamide synthesis DPH1/DPH2']
PLS1,['IPR039959'],['Fimbrin/Plastin']
RTL8C,,
SLC2A6,"['IPR003663', 'IPR005828']","['Sugar/inositol transporter', 'Major facilitator,  sugar transporter-like']"
TMEM187,['IPR028066'],['Transmembrane protein 187']
CRHR2,"['IPR000832', 'IPR003051', 'IPR003053']","['GPCR, family 2, secretin-like', 'GPCR, family 2, corticotropin releasing factor receptor', 'GPCR, family 2, corticotropin releasing factor receptor, type 2']"
PRAMEF12,['IPR026271'],['PRAME family']
IFIT5,['IPR024125'],['Interferon-induced protein with tetratricopeptide repeat 5']
GRB10,"['IPR035036', 'IPR039664']","['Growth factor receptor-bound protein 10', 'GRB/APBB1IP']"
KCNJ11,"['IPR003279', 'IPR016449']","['Potassium channel, inwardly rectifying, Kir6.2', 'Potassium channel, inwardly rectifying, Kir']"
STX17,['IPR028676'],['Syntaxin-17']
BIK,['IPR024579'],['Bcl-2-interacting killer']
IRF3,,
PRAMEF1,,
PI4KAP1,,
SGCG,['IPR039972'],['Sarcoglycan gamma/delta/zeta']
LAGE3,['IPR015419'],['CTAG/Pcc1 family']
OR5H14,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
ADAMTSL2,['IPR013273'],['ADAMTS/ADAMTS-like']
ZNF615,,
FAM241A,,
VKORC1,['IPR042406'],['Vitamin K epoxide reductase complex subunit 1']
SOST,"['IPR008835', 'IPR015665']","['Sclerostin/Sclerostin domain-containing protein 1', 'Sclerostin']"
IL1RL2,"['IPR004074', 'IPR004076', 'IPR015621']","['Interleukin-1 receptor type I/II', 'Interleukin-1 receptor type 1', 'Interleukin-1 receptor family']"
ZC3H7B,,
SLC2A10,"['IPR003663', 'IPR005828']","['Sugar/inositol transporter', 'Major facilitator,  sugar transporter-like']"
PLEKHA1,,
SRRD,,
PLEKHA3,,
PTPRS,,
FASTKD5,,
KIF9,['IPR027640'],['Kinesin-like protein']
MTA1,['IPR040138'],['Mesoderm induction early response protein/metastasis-associated protein']
KIAA0100,,
NRG3,['IPR040180'],['Neuregulin']
SLC14A1,['IPR004937'],['Urea transporter']
ZNF626,,
HLA-DMB,,
POU1F1,['IPR015586'],['Pituitary-specific positive transcription factor 1']
PSMA5,"['IPR001353', 'IPR023332', 'IPR033812']","['Proteasome, subunit alpha/beta', 'Proteasome alpha-type subunit', 'Proteasome subunit alpha5']"
HLA-DMA,,
TRIP12,,
PSMB9,"['IPR000243', 'IPR001353', 'IPR023333', 'IPR034383']","['Peptidase T1A, proteasome beta-subunit', 'Proteasome, subunit alpha/beta', 'Proteasome B-type subunit', 'Proteasome subunit beta type 9']"
TMEM150A,"['IPR019402', 'IPR027315']","['Frag1/DRAM/Sfk1', 'Transmembrane protein 150A']"
PSMB8,"['IPR000243', 'IPR001353', 'IPR023333', 'IPR035705']","['Peptidase T1A, proteasome beta-subunit', 'Proteasome, subunit alpha/beta', 'Proteasome B-type subunit', 'Proteasome subunit beta type 8']"
SAMD12,,
PNLIPRP2,"['IPR000734', 'IPR002331', 'IPR016272']","['Triacylglycerol lipase family', 'Pancreatic lipase', 'Lipase, LIPH-type']"
PNLIPRP1,"['IPR000734', 'IPR002331', 'IPR016272']","['Triacylglycerol lipase family', 'Pancreatic lipase', 'Lipase, LIPH-type']"
LINC00482,"['IPR000734', 'IPR002331', 'IPR016272']","['Triacylglycerol lipase family', 'Pancreatic lipase', 'Lipase, LIPH-type']"
TFAM,,
HINFP,,
PEG10,['IPR032567'],['LDOC1-related']
HOXA4,['IPR017995'],"['Homeobox protein, antennapedia type']"
C17orf62,['IPR027846'],['Cytochrome b-245 chaperone 1']
PLEKHA2,,
KCNK13,['IPR003280'],['Two pore domain potassium channel']
NQO2,,
ZNF772,,
LIN7B,['IPR017365'],['Protein lin-7']
GATA4,['IPR039355'],['Transcription factor GATA']
KCNK12,['IPR003280'],['Two pore domain potassium channel']
SP140,"['IPR030411', 'IPR043563']","['Nuclear body protein Sp140', 'Nuclear body protein Sp110/Sp140/Sp140L']"
ESPL1,,
WDR77,,
MLXIP,['IPR032648'],['MLX-interacting protein']
PUM1,,
NKX2-1,,
NADK,['IPR002504'],['NAD kinase']
KANK1,,
EIF3I,['IPR027525'],['Eukaryotic translation initiation factor 3 subunit I']
CLINT1,['IPR030544'],['Clathrin interactor 1']
MDC1,,
TTLL4,,
ITGAD,['IPR000413'],['Integrin alpha chain']
PSMB5,"['IPR000243', 'IPR001353', 'IPR023333', 'IPR037558']","['Peptidase T1A, proteasome beta-subunit', 'Proteasome, subunit alpha/beta', 'Proteasome B-type subunit', 'Proteasome subunit beta 5']"
PSMB6,"['IPR000243', 'IPR001353', 'IPR023333', 'IPR035140']","['Peptidase T1A, proteasome beta-subunit', 'Proteasome, subunit alpha/beta', 'Proteasome B-type subunit', 'Proteasome subunit beta 6']"
ZNF816-ZNF321P,"['IPR000243', 'IPR001353', 'IPR023333', 'IPR035140']","['Peptidase T1A, proteasome beta-subunit', 'Proteasome, subunit alpha/beta', 'Proteasome B-type subunit', 'Proteasome subunit beta 6']"
PSMB4,"['IPR001353', 'IPR016295', 'IPR023333']","['Proteasome, subunit alpha/beta', 'Proteasome subunit beta 4', 'Proteasome B-type subunit']"
HAL,['IPR001106'],['Aromatic amino acid lyase']
ZNF860,,
PI4KA,['IPR015433'],['Phosphatidylinositol kinase']
C15orf54,['IPR015433'],['Phosphatidylinositol kinase']
C12orf10,['IPR003226'],['Metal-dependent protein hydrolase']
BCL2L12,,
KCTD2,,
ELOVL3,"['IPR002076', 'IPR033679']","['ELO family', 'Elongation of very long chain fatty acids protein 3']"
CELF3,,
CHRNA4,"['IPR002394', 'IPR006201']","['Nicotinic acetylcholine receptor', 'Neurotransmitter-gated ion-channel']"
SUSD2,,
MELK,,
RRP1B,['IPR010301'],"['Nucleolar, Nop52']"
PSMC4,"['IPR005937', 'IPR035256']","['26S proteasome regulatory subunit P45-like', '26S Proteasome regulatory subunit 6B']"
SMC1A,"['IPR024704', 'IPR029683']","['Structural maintenance of chromosomes protein', 'Structural maintenance of chromosomes protein 1A, metazoan']"
KLF1,,
SH3BP5L,['IPR007940'],['SH3-binding 5']
ITGB3BP,['IPR009601'],['Centromere protein R']
EYA4,['IPR028472'],['Eyes absent family']
CDS2,"['IPR000374', 'IPR016720']","['Phosphatidate cytidylyltransferase', 'Phosphatidate cytidylyltransferase, eukaryota']"
HIST1H2BJ,['IPR000558'],['Histone H2B']
RAB6B,['IPR001806'],['Small GTPase']
KRT75,['IPR003054'],"['Keratin, type II']"
YBX1,,
SLC7A10,['IPR002293'],['Amino acid/polyamine transporter I']
APOBEC3C,,
CHST7,['IPR016469'],['Carbohydrate sulfotransferase']
DUSP22,['IPR020417'],['Atypical dual specificity phosphatase']
ACADS,,
CA10,"['IPR018423', 'IPR023561', 'IPR041878']","['Carbonic anhydrase-related protein 10', 'Carbonic anhydrase, alpha-class', 'Carbonic anhydrase-related protein X/XI']"
LURAP1,"['IPR037443', 'IPR039499']","['Leucine rich adaptor protein 1', 'Leucine rich adaptor protein 1/25']"
LANCL2,"['IPR007822', 'IPR020464']","['Lanthionine synthetase C-like', 'LanC-like protein, eukaryotic']"
AK7,['IPR000850'],['Adenylate kinase/UMP-CMP kinase']
AGAP2,['IPR001806'],['Small GTPase']
KIF15,,
VPS45,,
ECEL1,['IPR029736'],['Endothelin-converting enzyme-like 1']
ATP6V1G2,['IPR005124'],['Vacuolar (H+)-ATPase G subunit']
ADSS,['IPR001114'],['Adenylosuccinate synthetase']
ASMTL,"['IPR003697', 'IPR016461']","['Nucleoside triphosphate pyrophosphatase Maf-like protein', 'O-methyltransferase COMT-type']"
SH3BGR,['IPR006993'],"['SH3-binding, glutamic acid-rich protein']"
SLC15A5,['IPR000109'],['Proton-dependent oligopeptide transporter family']
PRRC1,['IPR026534'],['Protein PRRC1']
DDO,['IPR023209'],['D-amino-acid oxidase']
TEKT5,['IPR000435'],['Tektin']
PAFAH2,"['IPR005065', 'IPR016715']","['Platelet-activating factor acetylhydrolase-like', 'Platelet-activating factor acetylhydrolase, eucaryote']"
CREB1,"['IPR001630', 'IPR029802']","['cAMP response element binding (CREB) protein', 'cAMP-responsive element-binding protein 1']"
ISM1,['IPR042413'],['Isthmin']
HLA-F,,
HLA-A,,
PPP1R3D,['IPR017434'],"['Protein phosphatase 1 regulatory subunit 3B/C/D, metazoa']"
PNO1,['IPR039912'],['Pre-rRNA-processing protein PNO1-like']
RAD18,['IPR039577'],['E3 ubiquitin-protein ligase Rad18']
MRPL17,['IPR000456'],['Ribosomal protein L17']
TM7SF3,['IPR042502'],['Transmembrane 7 superfamily member 3']
NDUFA4L2,['IPR010530'],['NADH-ubiquinone reductase complex 1 MLRQ subunit']
AVPR2,"['IPR000161', 'IPR000276', 'IPR001817']","['Vasopressin V2 receptor', 'G protein-coupled receptor, rhodopsin-like', 'Vasopressin receptor']"
CNBD2,"['IPR038897', 'IPR043533']","['Cyclic nucleotide-binding domain-containing protein 2', 'Cyclic nucleotide-binding domain-containing protein 1/2']"
PPP1R36,['IPR026142'],['Protein phosphatase 1 regulatory subunit 36']
PHPT1,"['IPR007702', 'IPR028441']","['Janus', '14kDa phosphohistidine phosphatase']"
SERINC1,"['IPR005016', 'IPR029557']","['Serine incorporator/TMS membrane protein', 'Serine incorporator 1/3']"
SLC23A3,['IPR006043'],['Xanthine/uracil/vitamin C permease']
TMEM167B,"['IPR009653', 'IPR042863']","['Protein kish', 'Protein kish-B']"
SEMA3G,['IPR027231'],['Semaphorin']
FGFR1OP,,
HLA-C,,
XRCC1,,
C12orf42,['IPR029288'],['Protein of unknown function DUF4607']
PDGFRA,['IPR027290'],['Platelet-derived growth factor receptor alpha']
PNLIP,"['IPR000734', 'IPR002331', 'IPR016272']","['Triacylglycerol lipase family', 'Pancreatic lipase', 'Lipase, LIPH-type']"
LINC00477,"['IPR000734', 'IPR002331', 'IPR016272']","['Triacylglycerol lipase family', 'Pancreatic lipase', 'Lipase, LIPH-type']"
FAM81B,"['IPR029619', 'IPR029620']","['Protein FAM81', 'Protein FAM81B']"
NHSL1,['IPR024845'],['Nance-Horan syndrome protein family']
IGF2BP2-AS1,['IPR024845'],['Nance-Horan syndrome protein family']
HMOX2,"['IPR002051', 'IPR016053']","['Haem oxygenase', 'Haem oxygenase-like']"
SEC11A,['IPR037712'],['Signal peptidase complex catalytic subunit SEC11A']
,,
LMOD1,"['IPR004934', 'IPR030136']","['Tropomodulin', 'Leiomodin-1']"
HLA-C,"['IPR004934', 'IPR030136']","['Tropomodulin', 'Leiomodin-1']"
BRD1,,
SERPIND1,['IPR000215'],['Serpin family']
THY1,['IPR033292'],['Thy-1 membrane glycoprotein']
HLA-C,['IPR033292'],['Thy-1 membrane glycoprotein']
A1BG,['IPR016332'],['Alpha-1B-glycoprotein/leukocyte immunoglobulin-like receptor']
INIP,['IPR031821'],['SOSS complex subunit C']
HLA-C,['IPR031821'],['SOSS complex subunit C']
TFAP2A,['IPR004979'],['Transcription factor AP-2']
ARHGAP35,,
FAM114A2,['IPR007998'],['Protein of unknown function DUF719']
PLSCR3,['IPR005552'],['Scramblase']
PLSCR2,['IPR005552'],['Scramblase']
SDF2,,
HYLS1,['IPR026227'],['Hydrolethalus syndrome protein 1']
PFDN5,"['IPR004127', 'IPR011599']","['Prefoldin alpha-like', 'Prefoldin alpha subunit, archaea-type']"
ACSM2B,,
STAC,"['IPR035508', 'IPR039688']","['STAC1', 'STAC1/2/3']"
MBD3L5,,
FRMPD1,,
CD180,,
LIG1,['IPR000977'],"['DNA ligase, ATP-dependent']"
C10orf90,['IPR029561'],['(E2-independent) E3 ubiquitin-conjugating enzyme FATS']
ATP5PF,['IPR008387'],"['ATP synthase-coupling factor 6, mitochondrial']"
NOTCH4,"['IPR008297', 'IPR022355']","['Notch', 'Neurogenic locus Notch 4']"
PCDH20,,
NPY6R,"['IPR000611', 'IPR000986']","['Neuropeptide Y receptor family', 'Neuropeptide Y6 receptor']"
USHBP1,['IPR040171'],['Usher syndrome type-1C protein-binding protein 1-like']
HLA-C,['IPR040171'],['Usher syndrome type-1C protein-binding protein 1-like']
SERPINB3,['IPR000215'],['Serpin family']
LRRC17,,
CALCA,"['IPR015476', 'IPR021116', 'IPR021117']","['Calcitonin gene-related peptide', 'Calcitonin/adrenomedullin', 'Calcitonin-like']"
HLA-C,"['IPR015476', 'IPR021116', 'IPR021117']","['Calcitonin gene-related peptide', 'Calcitonin/adrenomedullin', 'Calcitonin-like']"
SUMO3,,
KIAA2026,,
ITGB1,"['IPR015812', 'IPR027071']","['Integrin beta subunit', 'Integrin beta-1 subunit']"
UCP2,['IPR002030'],['Mitochondrial carrier UCP-like']
HLA-DRB1,['IPR002030'],['Mitochondrial carrier UCP-like']
AGPAT4,,
SPSB3,,
AGPAT3,,
PSMD1,"['IPR016642', 'IPR035266']","['26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit', '26S Proteasome non-ATPase regulatory subunit 1']"
CTRB1,['IPR001314'],"['Peptidase S1A, chymotrypsin family']"
HELLS,,
JUND,"['IPR002112', 'IPR029823']","['Transcription factor Jun', 'Transcription factor JunD']"
ATF7,,
CDC5L,,
CLVS2,['IPR028636'],['Clavesin-2']
TPGS2,,
KRT12,['IPR002957'],"['Keratin, type I']"
TAL1,['IPR040238'],['T-cell acute lymphocytic leukemia protein-like']
NAP1L3,['IPR002164'],['Nucleosome assembly protein (NAP)']
CKMT2,['IPR000749'],['ATP:guanido phosphotransferase']
PHOX2B,,
NIPSNAP3A,,
CD74,"['IPR022339', 'IPR043530']","['MHC class II-associated invariant chain', 'HLA class II histocompatibility antigen, gamma subunit']"
