Gene_Name,domains,name
MSL3,"['IPR000953', 'IPR025995', 'IPR026541']","['Chromo/chromo shadow domain', 'RNA binding activity-knot of a chromodomain', 'MRG domain']"
PEX10,['IPR006845'],"['Pex, N-terminal']"
KPNA6,,
USP45,"['IPR001394', 'IPR001607', 'IPR028889']","['Peptidase C19, ubiquitin carboxyl-terminal hydrolase', 'Zinc finger, UBP-type', 'Ubiquitin specific protease domain']"
MSC,['IPR011598'],"['Myc-type, basic helix-loop-helix (bHLH) domain']"
CELF2,"['IPR000504', 'IPR034196', 'IPR034198', 'IPR034199']","['RNA recognition motif domain', 'CELF1/2, RNA recognition motif 1', 'CELF1/2, RNA recognition motif 2', 'CELF1/2, RNA recognition motif 3']"
PARP16,"['IPR012317', 'IPR041400']","['Poly(ADP-ribose) polymerase, catalytic domain', 'PARP16 N-terminal domain']"
TRIM75P,"['IPR001841', 'IPR001870', 'IPR035785']","['Zinc finger, RING-type', 'B30.2/SPRY domain', 'TRIM75, PRY/SPRY domain']"
TRIM9,"['IPR001841', 'IPR001870', 'IPR003649', 'IPR003877', 'IPR003961']","['Zinc finger, RING-type', 'B30.2/SPRY domain', 'B-box, C-terminal', 'SPRY domain', 'Fibronectin type III']"
ZNF815P,"['IPR001841', 'IPR001870', 'IPR003649', 'IPR003877', 'IPR003961']","['Zinc finger, RING-type', 'B30.2/SPRY domain', 'B-box, C-terminal', 'SPRY domain', 'Fibronectin type III']"
YJEFN3,['IPR004443'],['YjeF N-terminal domain']
TRIM7,"['IPR001841', 'IPR001870', 'IPR003877', 'IPR003879', 'IPR006574', 'IPR020457']","['Zinc finger, RING-type', 'B30.2/SPRY domain', 'SPRY domain', 'Butyrophylin-like, SPRY domain', 'SPRY-associated', 'Zinc finger, B-box, chordata']"
ASAH2,"['IPR031329', 'IPR031331']","['Neutral/alkaline non-lysosomal ceramidase, N-terminal', 'Neutral/alkaline non-lysosomal ceramidase, C-terminal']"
C6orf15,,
PRDM11,['IPR001214'],['SET domain']
PRDM10,"['IPR001214', 'IPR022755']","['SET domain', 'Zinc finger, double-stranded RNA binding']"
PXMP2,,
PRDM9,"['IPR001214', 'IPR001909', 'IPR003655', 'IPR013087']","['SET domain', 'Krueppel-associated box', 'Krueppel-associated box-related', 'Zinc finger C2H2-type']"
PRDM8,['IPR001214'],['SET domain']
HMHB1,['IPR001214'],['SET domain']
OLFML2B,['IPR003112'],['Olfactomedin-like domain']
LARP1B,['IPR006630'],['La-type HTH domain']
OLFML2A,['IPR003112'],['Olfactomedin-like domain']
FAM102A,['IPR019448'],['NT-type C2 domain']
HRASLS5,['IPR007053'],['LRAT domain']
RPGRIP1,"['IPR000008', 'IPR021656', 'IPR041091']","['C2 domain', 'RPGR-interacting protein 1, first C2 domain', 'RPGRIP1, C-terminal']"
CNDP1,['IPR011650'],"['Peptidase M20, dimerisation domain']"
SERPINA2,['IPR023796'],['Serpin domain']
PIP5KL1,,
FAM84B,,
COL9A1,['IPR001791'],['Laminin G domain']
FAM84A,['IPR007053'],['LRAT domain']
DEFB119,,
PKNOX2,"['IPR008422', 'IPR032453']","['Homeobox KN domain', 'Homeobox protein PKNOX/Meis, N-terminal']"
ESX1,['IPR013847'],['POU domain']
SLC5A8,['IPR041992'],"['SMCT1, solute-binding domain']"
EIF4E3,,
SLC15A4,,
GJD4,"['IPR013092', 'IPR019570']","['Connexin, N-terminal', 'Gap junction protein, cysteine-rich domain']"
MYCT1,,
RFLNB,,
PGLS,"['IPR005900', 'IPR006148']","['6-phosphogluconolactonase, DevB-type', 'Glucosamine/galactosamine-6-phosphate isomerase']"
ARHGEF4,"['IPR000219', 'IPR001452', 'IPR001849']","['Dbl homology (DH) domain', 'SH3 domain', 'Pleckstrin homology domain']"
SEC31B,['IPR017986'],['WD40-repeat-containing domain']
ENOSF1,"['IPR013341', 'IPR013342', 'IPR029065']","['Mandelate racemase/muconate lactonizing enzyme, N-terminal domain', 'Mandelate racemase/muconate lactonizing enzyme, C-terminal', 'Enolase C-terminal domain-like']"
ARHGEF3,['IPR001849'],['Pleckstrin homology domain']
KCNQ5,"['IPR005821', 'IPR013821']","['Ion transport domain', 'Potassium channel, voltage dependent, KCNQ, C-terminal']"
TRIM15,"['IPR000315', 'IPR001841', 'IPR001870', 'IPR003877', 'IPR003879']","['B-box-type zinc finger', 'Zinc finger, RING-type', 'B30.2/SPRY domain', 'SPRY domain', 'Butyrophylin-like, SPRY domain']"
SLC2A4RG,['IPR013087'],['Zinc finger C2H2-type']
AWAT1,['IPR013087'],['Zinc finger C2H2-type']
PRDM7,"['IPR001214', 'IPR001909', 'IPR003655']","['SET domain', 'Krueppel-associated box', 'Krueppel-associated box-related']"
ANLN,"['IPR001849', 'IPR012966', 'IPR031970', 'IPR037840']","['Pleckstrin homology domain', 'Anillin homology domain', 'Anillin, N-terminal domain', 'Anillin, PH domain']"
BACE1,"['IPR033121', 'IPR033874']","['Peptidase family A1 domain', 'Memapsin-like']"
XPNPEP1,"['IPR000587', 'IPR032416', 'IPR033740']","['Creatinase, N-terminal', 'Peptidase M24, C-terminal domain', 'Aminopeptidase P']"
CNGB3,['IPR000595'],['Cyclic nucleotide-binding domain']
MAEA,"['IPR006594', 'IPR006595']","['LIS1 homology motif', 'CTLH, C-terminal LisH motif']"
PKIB,,
DET1,,
SLC16A7,['IPR020846'],['Major facilitator superfamily domain']
FCMR,"['IPR003599', 'IPR013106']","['Immunoglobulin subtype', 'Immunoglobulin V-set domain']"
ITIH2,"['IPR002035', 'IPR010600', 'IPR013694']","['von Willebrand factor, type A', 'Inter-alpha-trypsin inhibitor heavy chain, C-terminal', 'VIT domain']"
ZNF512B,['IPR013087'],['Zinc finger C2H2-type']
CAST,,
LMX1B,['IPR001781'],"['Zinc finger, LIM-type']"
CYP3A5,,
ITIH1,"['IPR002035', 'IPR010600', 'IPR013694']","['von Willebrand factor, type A', 'Inter-alpha-trypsin inhibitor heavy chain, C-terminal', 'VIT domain']"
PLIN3,,
ZBTB2,"['IPR000210', 'IPR013087']","['BTB/POZ domain', 'Zinc finger C2H2-type']"
CYP2B6,,
KLHL41,['IPR011705'],['BTB/Kelch-associated']
DRAM1,,
CPSF7,"['IPR000504', 'IPR034773']","['RNA recognition motif domain', 'CPSF7, RNA recognition motif']"
FAM90A8P,['IPR041670'],['Zinc knuckle']
SIGLEC14,"['IPR003598', 'IPR003599', 'IPR007110', 'IPR013106', 'IPR013162']","['Immunoglobulin subtype 2', 'Immunoglobulin subtype', 'Immunoglobulin-like domain', 'Immunoglobulin V-set domain', 'CD80-like, immunoglobulin C2-set']"
DEFB123,,
FAM24B,,
DEFB125,,
DPY30,,
SMC2,"['IPR003395', 'IPR010935', 'IPR027120']","['RecF/RecN/SMC, N-terminal', 'SMCs flexible hinge', 'Smc2, ATP-binding cassette domain']"
PRDM6,['IPR001214'],['SET domain']
DAZ3,"['IPR000504', 'IPR037551']","['RNA recognition motif domain', 'DAZ, RNA recognition motif, vertebrates']"
SPRY4,,
FOXQ1,,
PRDM5,,
CTSB,"['IPR000668', 'IPR012599']","['Peptidase C1A, papain C-terminal', 'Peptidase C1A, propeptide']"
GPHN,"['IPR001453', 'IPR005110', 'IPR005111']","['MoaB/Mog domain', 'MoeA, N-terminal and linker domain', 'MoeA, C-terminal, domain IV']"
MYO5C,"['IPR001609', 'IPR002710', 'IPR004009', 'IPR036103']","['Myosin head, motor domain', 'Dilute domain', 'Myosin, N-terminal, SH3-like', 'Class V myosin, motor domain']"
NPDC1,,
ZNF331,"['IPR001909', 'IPR013087']","['Krueppel-associated box', 'Zinc finger C2H2-type']"
TLR9,['IPR000157'],['Toll/interleukin-1 receptor homology (TIR) domain']
ITM2C,['IPR007084'],['BRICHOS domain']
TLR8,"['IPR000157', 'IPR000483']","['Toll/interleukin-1 receptor homology (TIR) domain', 'Cysteine-rich flanking region, C-terminal']"
MXRA5,"['IPR000372', 'IPR000483', 'IPR003598', 'IPR003599', 'IPR007110', 'IPR013098']","['Leucine-rich repeat N-terminal domain', 'Cysteine-rich flanking region, C-terminal', 'Immunoglobulin subtype 2', 'Immunoglobulin subtype', 'Immunoglobulin-like domain', 'Immunoglobulin I-set']"
ABCB11,"['IPR003439', 'IPR003593', 'IPR011527']","['ABC transporter-like', 'AAA+ ATPase domain', 'ABC transporter type 1, transmembrane domain']"
C15orf48,"['IPR003439', 'IPR003593', 'IPR011527']","['ABC transporter-like', 'AAA+ ATPase domain', 'ABC transporter type 1, transmembrane domain']"
SIX3,,
IL1RN,,
PAPSS2,"['IPR002650', 'IPR024951', 'IPR025980']","['Sulphate adenylyltransferase', 'Sulphate adenylyltransferase catalytic domain', 'ATP-sulfurylase PUA-like domain']"
NLRP1,"['IPR001315', 'IPR007111', 'IPR033516', 'IPR041267']","['CARD domain', 'NACHT nucleoside triphosphatase', 'CARD8/ASC/NALP1, CARD domain', 'NACHT, LRR and PYD domains-containing protein, helical domain HD2']"
PRMT3,['IPR013087'],['Zinc finger C2H2-type']
HNF1A,"['IPR001356', 'IPR006897', 'IPR006898', 'IPR006899']","['Homeobox domain', 'Hepatocyte nuclear factor 1, beta isoform, C-terminal', 'Hepatocyte nuclear factor 1, alpha isoform C-terminal', 'Hepatocyte nuclear factor 1, N-terminal']"
CST8,['IPR000010'],['Cystatin domain']
CEL,"['IPR002018', 'IPR032059']","['Carboxylesterase, type B', 'Mucin-like domain']"
ICE2,['IPR019535'],"['Little elongation complex subunit 2 , C-terminal']"
GABRB1,"['IPR006029', 'IPR006202']","['Neurotransmitter-gated ion-channel transmembrane domain', 'Neurotransmitter-gated ion-channel ligand-binding domain']"
JAK2,"['IPR000299', 'IPR000719', 'IPR000980', 'IPR001245', 'IPR019749', 'IPR020635', 'IPR035588', 'IPR035589', 'IPR035860', 'IPR037838', 'IPR041046', 'IPR041155', 'IPR041381']","['FERM domain', 'Protein kinase domain', 'SH2 domain', 'Serine-threonine/tyrosine-protein kinase, catalytic domain', 'Band 4.1 domain', 'Tyrosine-protein kinase, catalytic domain', 'Janus kinase 2, pseudokinase domain', 'Janus kinase 2, catalytic domain', 'Tyrosine-protein kinase JAK2, SH2 domain', 'JAK2, FERM domain C-lobe', 'JAK, FERM F2 lobe domain', 'FERM F1 lobe ubiquitin-like domain', 'Jak1, pleckstrin homology-like domain']"
MAFK,"['IPR004826', 'IPR004827']","['Basic leucine zipper domain, Maf-type', 'Basic-leucine zipper domain']"
GABRG2,"['IPR006029', 'IPR006202']","['Neurotransmitter-gated ion-channel transmembrane domain', 'Neurotransmitter-gated ion-channel ligand-binding domain']"
EFNA1,"['IPR001799', 'IPR034252']","['Ephrin receptor-binding domain', 'Ephrin-A ectodomain']"
NFKB1,"['IPR000488', 'IPR002909', 'IPR011539', 'IPR020683', 'IPR032397', 'IPR033926']","['Death domain', 'IPT domain', 'Rel homology domain (RHD), DNA-binding domain', 'Ankyrin repeat-containing domain', 'Rel homology dimerisation domain', 'NFkappaB IPT domain']"
ATAD3B,"['IPR003959', 'IPR021911']","['ATPase, AAA-type, core', 'ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523']"
REV3L,"['IPR006133', 'IPR025687']","['DNA-directed DNA polymerase, family B, exonuclease domain', 'C4-type zinc-finger of DNA polymerase delta']"
ADCYAP1,['IPR000532'],['Glucagon/GIP/secretin/VIP']
RAD1,,
NGEF,"['IPR000219', 'IPR001452']","['Dbl homology (DH) domain', 'SH3 domain']"
,"['IPR000219', 'IPR001452']","['Dbl homology (DH) domain', 'SH3 domain']"
USP53,"['IPR001394', 'IPR028889']","['Peptidase C19, ubiquitin carboxyl-terminal hydrolase', 'Ubiquitin specific protease domain']"
LDHC,"['IPR001236', 'IPR022383']","['Lactate/malate dehydrogenase, N-terminal', 'Lactate/malate dehydrogenase, C-terminal']"
USP51,"['IPR001607', 'IPR028889']","['Zinc finger, UBP-type', 'Ubiquitin specific protease domain']"
SEZ6L2,"['IPR000436', 'IPR000859']","['Sushi/SCR/CCP domain', 'CUB domain']"
CD6,"['IPR001190', 'IPR017448']","['SRCR domain', 'SRCR-like domain']"
SLC49A3,,
ZNF543,['IPR013087'],['Zinc finger C2H2-type']
TACC2,['IPR007707'],"['Transforming acidic coiled-coil-containing protein, C-terminal']"
KRT23,['IPR039008'],"['Intermediate filament, rod domain']"
DYRK4,['IPR000719'],['Protein kinase domain']
LINC00208,['IPR000719'],['Protein kinase domain']
FAM117A,,
PARP11,"['IPR004170', 'IPR012317']","['WWE domain', 'Poly(ADP-ribose) polymerase, catalytic domain']"
HRCT1,,
PRMT8,,
LRR1,,
ITGB6,"['IPR002369', 'IPR012896', 'IPR013111', 'IPR014836', 'IPR016201', 'IPR033760', 'IPR040622']","['Integrin beta subunit, VWA domain', 'Integrin beta subunit, tail', 'EGF-like domain, extracellular', 'Integrin beta subunit, cytoplasmic domain', 'PSI domain', 'Integrin beta N-terminal', 'Integrin beta, epidermal growth factor-like domain 1']"
FAM167A-AS1,"['IPR002369', 'IPR012896', 'IPR013111', 'IPR014836', 'IPR016201', 'IPR033760', 'IPR040622']","['Integrin beta subunit, VWA domain', 'Integrin beta subunit, tail', 'EGF-like domain, extracellular', 'Integrin beta subunit, cytoplasmic domain', 'PSI domain', 'Integrin beta N-terminal', 'Integrin beta, epidermal growth factor-like domain 1']"
GDF3,['IPR001839'],"['Transforming growth factor-beta, C-terminal']"
ATG7,,
EXOC3,,
SLC35C2,,
DIABLO,,
DARS2,"['IPR004364', 'IPR004365', 'IPR006195', 'IPR029351']","['Aminoacyl-tRNA synthetase, class II (D/K/N)', 'OB-fold nucleic acid binding domain, AA-tRNA synthetase-type', 'Aminoacyl-tRNA synthetase, class II', 'GAD domain']"
SNAP91,['IPR011417'],['AP180 N-terminal homology (ANTH) domain']
CAPNS2,,
FAM167A,,
KCTD18,['IPR003131'],['Potassium channel tetramerisation-type BTB domain']
GLOD5,"['IPR004360', 'IPR037523']","['Glyoxalase/fosfomycin resistance/dioxygenase domain', 'Vicinal oxygen chelate (VOC) domain']"
BTNL3,"['IPR001870', 'IPR003599', 'IPR003877', 'IPR003879', 'IPR006574', 'IPR007110', 'IPR013106']","['B30.2/SPRY domain', 'Immunoglobulin subtype', 'SPRY domain', 'Butyrophylin-like, SPRY domain', 'SPRY-associated', 'Immunoglobulin-like domain', 'Immunoglobulin V-set domain']"
STX2,"['IPR000727', 'IPR006011']","['Target SNARE coiled-coil homology domain', 'Syntaxin, N-terminal domain']"
UNCX,['IPR001356'],['Homeobox domain']
KCNH8,"['IPR000014', 'IPR000595', 'IPR000700', 'IPR005821']","['PAS domain', 'Cyclic nucleotide-binding domain', 'PAS-associated, C-terminal', 'Ion transport domain']"
TRIM16,"['IPR000315', 'IPR003877', 'IPR003879', 'IPR006574']","['B-box-type zinc finger', 'SPRY domain', 'Butyrophylin-like, SPRY domain', 'SPRY-associated']"
DDX21,"['IPR001650', 'IPR012562', 'IPR014001', 'IPR014014']","['Helicase, C-terminal', 'GUCT', 'Helicase superfamily 1/2, ATP-binding domain', 'RNA helicase, DEAD-box type, Q motif']"
SAR1A,['IPR005225'],['Small GTP-binding protein domain']
KMT5A,['IPR001214'],['SET domain']
STK17A,"['IPR000719', 'IPR042704']","['Protein kinase domain', 'Serine/threonine-protein kinase 17A, catalytic domain']"
POLE4,['IPR003958'],['Transcription factor CBF/NF-Y/archaeal histone domain']
NIT2,['IPR003010'],['Carbon-nitrogen hydrolase']
ZBTB7A,"['IPR000210', 'IPR013087']","['BTB/POZ domain', 'Zinc finger C2H2-type']"
MAN1C1,,
PDE8A,"['IPR002073', 'IPR003607']","[""3'5'-cyclic nucleotide phosphodiesterase, catalytic domain"", 'HD/PDEase domain']"
RHCE,['IPR024041'],['Ammonium transporter AmtB-like domain']
CFDP1,['IPR011421'],['BCNT-C domain']
EGLN2,"['IPR005123', 'IPR006620']","['Oxoglutarate/iron-dependent dioxygenase', 'Prolyl 4-hydroxylase, alpha subunit']"
FARS2,"['IPR002319', 'IPR005121', 'IPR006195']","['Phenylalanyl-tRNA synthetase', 'Ferrodoxin-fold anticodon-binding domain', 'Aminoacyl-tRNA synthetase, class II']"
UGT1A9,['IPR035595'],"['UDP-glycosyltransferase family, conserved site']"
CCDC177,,
G6PC2,['IPR000326'],['Phosphatidic acid phosphatase type 2/haloperoxidase']
FAM210B,['IPR009688'],['Domain of unknown function DUF1279']
PHACTR3,,
ZNF233,['IPR013087'],['Zinc finger C2H2-type']
ARMC12,['IPR006911'],['Armadillo repeat-containing domain']
IMPA1,,
LIPT2,['IPR004143'],"['Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain']"
ASB14,['IPR020683'],['Ankyrin repeat-containing domain']
LYPD2,"['IPR016054', 'IPR035076']","['Ly-6 antigen/uPA receptor-like', 'Snake toxin/toxin-like']"
TNFAIP8,,
FMO3,,
CXCL17,,
FMO4,,
GJB5,['IPR019570'],"['Gap junction protein, cysteine-rich domain']"
CLEC4G,['IPR001304'],['C-type lectin-like']
PI16,['IPR014044'],['CAP domain']
OR2C1,,
LYPLA2,['IPR003140'],['Phospholipase/carboxylesterase/thioesterase']
AVEN,,
ZFR,"['IPR003604', 'IPR006561', 'IPR013087']","['Matrin/U1-C-like, C2H2-type zinc finger', 'DZF domain', 'Zinc finger C2H2-type']"
MARK4,"['IPR001772', 'IPR015940']","['Kinase associated domain 1 (KA1)', 'Ubiquitin-associated domain']"
LMLN,,
KL,,
ULK3,"['IPR000719', 'IPR007330']","['Protein kinase domain', 'MIT']"
RHOV,['IPR005225'],['Small GTP-binding protein domain']
NECTIN3,"['IPR003599', 'IPR007110', 'IPR013106', 'IPR013162']","['Immunoglobulin subtype', 'Immunoglobulin-like domain', 'Immunoglobulin V-set domain', 'CD80-like, immunoglobulin C2-set']"
NKX6-2,['IPR020479'],"['Homeobox domain, metazoa']"
GPR84,['IPR017452'],"['GPCR, rhodopsin-like, 7TM']"
ARIH2,['IPR001841'],"['Zinc finger, RING-type']"
NANS,"['IPR006190', 'IPR013974']","['Antifreeze-like/N-acetylneuraminic acid synthase C-terminal', 'SAF domain']"
IGFL3,,
SH3GLB2,"['IPR004148', 'IPR035640']","['BAR domain', 'Endophilin B2, SH3 domain']"
IPO7,['IPR013713'],"['Exportin-2, central domain']"
CXCL2,"['IPR001811', 'IPR033899']","['Chemokine interleukin-8-like domain', 'CXC Chemokine domain']"
PDE6G,,
CXCL3,"['IPR001811', 'IPR033899']","['Chemokine interleukin-8-like domain', 'CXC Chemokine domain']"
INCENP,"['IPR005635', 'IPR022006']","['Inner centromere protein, ARK-binding domain', 'Chromosome passenger complex (CPC) protein INCENP N-terminal']"
FAM131A,,
ASH1L,"['IPR001214', 'IPR001487', 'IPR001965', 'IPR003616', 'IPR006560', 'IPR043319', 'IPR043320']","['SET domain', 'Bromodomain', 'Zinc finger, PHD-type', 'Post-SET domain', 'AWS domain', 'ASH1-like, PHD finger', 'ASH1-like, Bromodomain']"
BPI,"['IPR001124', 'IPR017942']","['Lipid-binding serum glycoprotein, C-terminal', 'Lipid-binding serum glycoprotein, N-terminal']"
CYP2A7,,
SHQ1,['IPR007052'],['CS domain']
PPP1R13B,"['IPR001452', 'IPR020683']","['SH3 domain', 'Ankyrin repeat-containing domain']"
EHMT2,"['IPR001214', 'IPR007728']","['SET domain', 'Pre-SET domain']"
CNIH2,,
FGF1,,
IL6,,
C4BPB,['IPR000436'],['Sushi/SCR/CCP domain']
NPIPB13,,
WISP1,"['IPR000867', 'IPR001007', 'IPR006207', 'IPR006208']","['Insulin-like growth factor-binding protein, IGFBP', 'VWFC domain', 'Cystine knot, C-terminal', 'Glycoprotein hormone subunit beta']"
WISP3,"['IPR000867', 'IPR006207', 'IPR006208']","['Insulin-like growth factor-binding protein, IGFBP', 'Cystine knot, C-terminal', 'Glycoprotein hormone subunit beta']"
C2orf70,,
ZNF629,['IPR013087'],['Zinc finger C2H2-type']
EIF2B3,['IPR025877'],['MobA-like NTP transferase']
RPL10L,['IPR016180'],['Ribosomal protein L10e/L16']
MAP3K6,"['IPR000719', 'IPR025136']","['Protein kinase domain', 'Domain of unknown function DUF4071']"
TRIM2,['IPR000315'],['B-box-type zinc finger']
EXOSC5,"['IPR001247', 'IPR015847']","['Exoribonuclease, phosphorolytic domain 1', 'Exoribonuclease, phosphorolytic domain 2']"
FST,"['IPR002350', 'IPR003645', 'IPR015369', 'IPR017878']","['Kazal domain', 'Follistatin-like, N-terminal', 'Follistatin/Osteonectin EGF domain', 'TB domain']"
EXOSC3,"['IPR004088', 'IPR037319']","['K Homology domain, type 1', 'Rrp40, S1 domain']"
BATF3,['IPR004827'],['Basic-leucine zipper domain']
FSCN3,,
MBNL1,['IPR000571'],"['Zinc finger, CCCH-type']"
TSPAN2,,
MAMDC4,['IPR000998'],['MAM domain']
TSPAN3,,
KIF13B,"['IPR000253', 'IPR001752', 'IPR032405']","['Forkhead-associated (FHA) domain', 'Kinesin motor domain', 'Kinesin-associated']"
TSPAN1,,
NCF2,"['IPR000270', 'IPR001452', 'IPR013026', 'IPR034885', 'IPR035546']","['PB1 domain', 'SH3 domain', 'Tetratricopeptide repeat-containing domain', 'Neutrophil cytosol factor 2, PB1 domain', 'Neutrophil cytosol factor 2, SH3 domain 1']"
CEP170P1,['IPR029300'],"['CEP170, C-terminal']"
CNDP2,['IPR011650'],"['Peptidase M20, dimerisation domain']"
GDF11,"['IPR001111', 'IPR001839']","['TGF-beta, propeptide', 'Transforming growth factor-beta, C-terminal']"
AADAT,['IPR004839'],"['Aminotransferase, class I/classII']"
TNIP3,['IPR032419'],"['NF-kappa-B essential modulator NEMO, CC2-LZ domain']"
ART5,,
ZNF98,['IPR001909'],['Krueppel-associated box']
KCTD17,"['IPR000210', 'IPR003131']","['BTB/POZ domain', 'Potassium channel tetramerisation-type BTB domain']"
LMO7DN,"['IPR000210', 'IPR003131']","['BTB/POZ domain', 'Potassium channel tetramerisation-type BTB domain']"
ATP5F1B,"['IPR000194', 'IPR003593', 'IPR004100']","['ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain', 'AAA+ ATPase domain', 'ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain']"
ODR4,"['IPR000194', 'IPR003593', 'IPR004100']","['ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain', 'AAA+ ATPase domain', 'ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain']"
UTS2,,
LUZP6,,
OR2C3,['IPR017452'],"['GPCR, rhodopsin-like, 7TM']"
LRRC3C,,
GFRA3,['IPR016017'],['GDNF/GAS1']
BMP10,"['IPR001111', 'IPR001839']","['TGF-beta, propeptide', 'Transforming growth factor-beta, C-terminal']"
PGM3,"['IPR005843', 'IPR005844']","['Alpha-D-phosphohexomutase, C-terminal', 'Alpha-D-phosphohexomutase, alpha/beta/alpha domain I']"
SLU7,['IPR021715'],['Pre-mRNA-splicing factor SLU7 domain']
PLEKHA8P1,['IPR014830'],['Glycolipid transfer protein domain']
RAPGEF3,"['IPR000591', 'IPR000595']","['DEP domain', 'Cyclic nucleotide-binding domain']"
GCNT3,"['IPR000591', 'IPR000595']","['DEP domain', 'Cyclic nucleotide-binding domain']"
